ID,Date,Premisestype,Location,Urbanity,Locationlat,Locationlong,Currency,Binsnumber,Binssizematerial,Collected,Collectionavailable,Collectioninfo,Collectioninfochannel,Collectioninfochannelinterp,Collectionperiod,Accumulationtimenum,Collectionperiodother,Collectionrating,Collectionratingreason,Collectionwastelevelwhenta,Collectionrubbishbagsupport,Collectionrubbishbagwilling,Bownbowcollectionopinion,Collectionsuggestions,Collectionwillingtopay,Wastedisposalbulky,Wastedisposalbulkyother,Wastedisposalgeneral,Wastedisposalgeneralother,Wastedisposalgreen,Wastedisposalgreenother,Wastedisposalnappies,Wastedisposalnappiesother,Dietfood_0,Dietfrequency_0,Dietsource_0,Dietfood_1,Dietfrequency_1,Dietsource_1,Dietfood_2,Dietfrequency_2,Dietsource_2,Groceryexpenses,Groceryperiod,Groceryperiodnum,Groceryperiodother,Grocerytotal,Housenumberpeople,Housenumberchildren,Housenumberpeopleincome,Houseownership,Whatsourcesofincomedoesthispersonhave_0,Incomeamount_0,Incomeperiod_0,Incomeperiodnum_0,Incomeperiodother_0,Whatsourcesofincomedoesthispersonhave_1,Incomeamount_1,Incomeperiod_1,Incomeperiodnum_1,Incomeperiodother_1,Whatsourcesofincomedoesthispersonhave_2,Incomeamount_2,Incomeperiod_2,Incomeperiodnum_2,Incomeperiodother_2,Whatsourcesofincomedoesthispersonhave_3,Incomeamount_3,Incomeperiod_3,Incomeperiodnum_3,Whatsourcesofincomedoesthispersonhave_4,Incomeamount_4,Incomeperiod_4,Incomeperiodnum_4,Whatsourcesofincomedoesthispersonhave_5,Incomeamount_5,Incomeperiod_5,Incomeperiodnum_5,Incometotal,Levysupport,Electricityexpensesperiod,Mobilephone,Softdrinkcans,Transportationexpensesperiod,Waterbottlespweek,Totalcontainers,Cigarettebutts,Cigarettepackets,Straws,Coffeecups,Bagsglossy,Bagssupermarket,Takeawayconts,Takeawaylids
143,07/06/2019,pt_household,Belize City,Urban,17.493201,-88.194349,bzd,1,80 L Rubber bin,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,They are always here on Tuesdays and Thursdays,full,no,,yes,None,0,disp_collect,,disp_collect,,disp_collect,,other,None,Chicken,df_most_days,diet_buy,Fish,df_most_days,diet_buy,Ground food,df_some_days,diet_buy,100,p_week,7,,428.57142860000000,4,0,,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,50 per month,yes,0,,40 pouches of water per week,21,0,0,3,0,0,35,7,0
145,07/06/2019,pt_household,Belize City,Urban,17.493438,-88.194824,bzd,1,80L,1.00000000000000,yes,no,,,p_3days,3.50000000000000,,5,Timely,full,yes,1.00000000000000,yes,None,0,disp_collect,,disp_collect,,disp_collect,,other,,Vegetable,df_some_days,diet_buy,Rice,df_some_days,diet_buy,Beans,df_some_days,diet_buy,250,p_month,30,,250.00000000000000,2,0,1,own,Clean house,250,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,1071.42857100000000,yes,0,yes,0,10,4 5gallon,8,0,0,0,0,0,6,4,0
147,07/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,15,0,0,0,20,0
149,07/06/2019,pt_household,Belize City,Urban,17.495976,-88.197872,bzd,2,2 40L,0.33333333300000,yes,yes,City council letter,,p_3days,3.50000000000000,,5,,half_full,no,0.00000000000000,yes,,0,disp_collect,,disp_collect,,other,Used to feed animals.,disp_collect,,Rice,df_some_days,diet_buy,Vegetables,df_most_days,diet_buy,Chicken,df_some_days,diet_buy,200,p_fortnight,14,,428.57142860000000,2,0,1,own,Broker,0,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,100,yes,0,50 per week,2,3,0,0,0,0,0,9,8,0
151,07/06/2019,pt_household,Belize City,Urban,,,,,,0.33333333300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,10,4,0
153,07/06/2019,pt_household,Belize City,Urban,17.487684,-88.188377,bzd,2,240 L plastic and plastic bucket,0.95000000000000,yes,no,,,p_week,7.00000000000000,,5,Because they pick up garbage,half_full,yes,5.00000000000000,yes,Suggest pick up for 2/3 times for week,20,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_most_days,diet_buy,Flour,df_most_days,diet_buy,Shrimp,df_some_days,diet_buy,100,p_week,7,,428.57142860000000,3,2,2,own,Braids hair,,,,,Waitress,900,p_month,30,,,,,,,,,,,,,,,,,,,,yes,7,yes,0,0,One five gallon per week,9,0,0,1,0,0,11,2,0
142,07/06/2019,pt_household,Belize City,Urban,17.495976,-88.197872,bzd,3,2 40L,0.05000000000000,yes,no,,mail,p_3days,3.50000000000000,,5,,full,no,0.00000000000000,yes,,0,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_most_days,diet_buy,Vegetables,df_every_day,diet_buy,,,,100,p_fortnight,14,,214.28571430000000,1,0,1,rent,City council cleaner,0,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,45,no,0,0,2,2,0,0,3,0,0,16,3,0
144,07/06/2019,pt_household,Belize City,Urban,17.491516,-88.19513,bzd,2,3 80L  1 40L,0.33333333300000,yes,no,,,p_3days,3.50000000000000,,3,Sometimes they don't pick up garbage,full,yes,5.00000000000000,yes,Try to pick up garbage,60,disp_collect,,disp_collect,,other,Compost,disp_collect,,Rice,df_every_day,diet_buy,Flour,df_every_day,diet_buy,Beans,df_most_days,diet_buy,125,p_fortnight,14,,267.85714290000000,1,2,1,own,Land lord,0,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,500,yes,0,0,3,9,0,0,0,0,0,23,17,0
146,07/06/2019,pt_household,Belize City,Urban,17.493597,-88.194957,bzd,1,80L,1.00000000000000,yes,no,,,p_3days,3.50000000000000,,5,Timely,half_full,no,0.00000000000000,no,Need to come and check empty lots where garbage are dumped,5,other,Call waste control,disp_collect,,disp_collect,,other,,Rice,df_some_days,diet_buy,Beans,df_some_days,diet_buy,Fish,df_some_days,diet_buy,150,p_week,7,,642.85714290000000,2,0,1,own,Teacher,0,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,100,yes,0,30,1 5 gallon,1,0,0,0,0,0,7,0,0
148,07/06/2019,pt_household,Belize City,Urban,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,20,9,0
150,07/06/2019,pt_household,Belize City,Urban,17.491516,-88.19513,bzd,1,80L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,,half_full,yes,1.00000000000000,yes,,5,other,,disp_collect,,other,Fed to animals,disp_collect,,Rice,df_most_days,diet_buy,Beans,df_most_days,diet_buy,Flour,df_some_days,diet_buy,300,p_month,30,,300.00000000000000,5,1,2,own,Cleaning,0,p_fortnight,14,,Office,0,p_fortnight,14,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,100,yes,0,0,1,6,0,0,0,0,0,17,4,0
152,07/06/2019,pt_household,Belize City,Urban,17.49268,-88.201222,bzd,0,,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,4,Timely,half_full,yes,1.00000000000000,yes,None0,0,other,,disp_collect,,disp_collect,,other,,Brown rice,df_some_days,diet_buy,Chicken,df_some_days,diet_buy,Cauliflour,df_some_days,diet_buy,40,p_week,7,,171.42857140000000,1,0,1,own,Fruit vendor,0,p_1day,1,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,43,no,0,0,4 1L per day,1,0,0,0,0,0,3,0,0
119,04/06/2019,pt_household,Dangriga,Regional,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,9,4,0
1,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.165872,-89.111346,bzd,2,1 blue plastic bin of 55 gallons used to deposit cans and bottles/ 1 black plastic bin of 15 gallons used to deposit all other household waste.,,yes,yes,She receives information through the community Facebook page. Collection dates are posted there by the village chairman.,social media,p_month,30.00000000000000,,4,Garbage should be collected more often. I suggest at least once a week. If this was done we wouldn't need to burn our garbage.,overflowing,yes,2.00000000000000,yes,Increase to 1 time per week.,5,disp_collect,,disp_burn,,disp_land_dump,,,,Packed bread. This is a wheat flour bread consumed regularly.,df_most_days,diet_buy,Corn tortillas,df_some_days,diet_buy,Eggs,df_every_day,diet_buy,300,p_month,30,,300.00000000000000,3,2,2,own,Beauty shop and personally owned business.,2000,p_month,30,,Cabin steward in the cruiseship industry.,3000,p_fortnight,14,,,,,,,,,,,,,,,,,,,8428.57142900000000,yes,$130.00 ,yes,0,$50 per week,2 bottles of 5 gallons each.,1,0,0,0,0,0,3,0,0
3,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.166506,-89.108666,bzd,1,5 gallon plastic bin.,,yes,yes,Information is received through the community Facebook page.,social media,p_month,30.00000000000000,,4,Recommends that collection service be more often so that families don't burn garbage.,overflowing,yes,1.00000000000000,yes,Recommends that garbage is collected every week.,3,disp_land_dump,,disp_burn,,disp_land_dump,,other,No babies in the household.,Rice,df_most_days,diet_buy,Beans,df_every_day,diet_buy,Flour tortillas,df_most_days,diet_buy,300,p_fortnight,14,,642.85714290000000,2,2,1,own,He's a public servant. He works at the archives department,1250,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,2678.57142900000000,yes,$50.00 ,yes,0,$50.00 ,They consume 2 of the 5 gallon bottles.,2,0,0,0,0,0,0,2,0
5,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.163054,-89.110345,bzd,1,Plastic bucket of 5 gallons.,,yes,yes,Her daughters see it on the community Facebook page and also neighbors tell her sometimes.,social media,p_month,30.00000000000000,,4,Sometimes the truck doesn't come on the announced date and all the community members put their garbage out and then the dogs tear the bags. This needs to change.,full,yes,0.50000000000000,yes,More frequent collection is needed. It should be collected at least once a week.,2,other,This is left in the yard and given to the garbage truck when it comes to collect the garbage once a month.,disp_burn,,disp_land_dump,,other,No babies in this household.,Corn tortillas,df_every_day,diet_buy,Beans,df_every_day,diet_buy,Eggs,df_every_day,diet_buy,225,p_week,7,,964.28571430000000,5,1,3,own,Housekeeping,150,p_week,7,,Babysitting,150,p_week,7,,Housekeeping,200,p_week,7,,,,,,,,,,,,,,2142.85714300000000,yes,38,yes,0,40,4 bottles of 5 gallon each.,1,0,0,0,0,0,6,0,0
7,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.169638,-89.111958,bzd,1,This household has a big trailer. They bag their garbage and once the trailer is full they take it to the dump site themselves. At the end of the month they also send some bags off by using the collection service available in the village.,,yes,yes,She gets the information through the community Facebook page.,social media,p_month,30.00000000000000,,2,They take too long to come by to collect. Collection should be more often.,full,yes,1.50000000000000,yes,The collection service should be at least every 2 weeks.,3,disp_collect,,other,General waste is bagged and collected by the collection service. But bathroom waste papers are burnt.,other,She bags it and puts it on the trailer to be dumped later on either through the collection service or privately.,other,No babies in the household.,Beans with corn tortillas,df_most_days,diet_buy,Rice with meat,df_most_days,diet_buy,Eggs with flour tortillas,df_most_days,diet_buy,250,p_fortnight,14,,535.71428570000000,3,3,2,own,Truck Driver,700,p_fortnight,14,,Welding assistant,500,p_fortnight,14,,,,,,,,,,,,,,,,,,,2571.42857100000000,yes,$50.00 ,yes,0,$60.00 per week,5 bottles of 5 gallons every 2 weeks,5,0,0,0,0,0,11,3,0
9,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.170122,-89.112168,bzd,4,2 plastic bins of 13 gallons each and 2 plastic bins of 2 gallons each.,,yes,yes,Through the community Facebook page.,social media,p_month,30.00000000000000,,3,She says neutral because the service should be more often.,full,yes,1.00000000000000,yes,Collection should be weekly. There should also be garbage bins at the corner of each street where villagers can deposit bags to be collected. The price should also be standardized. Right now some persons don't pay and others pay more.,3,disp_collect,,disp_collect,,disp_land_dump,,other,No babies in the house.,Wheat Flour,df_every_day,diet_buy,Rice,df_every_day,diet_buy,Beans,df_most_days,diet_buy,400,p_fortnight,14,,857.14285710000000,5,4,3,own,Teacher,1500,p_month,30,,Customer service,800,p_month,30,,Scenes of Crime Technician,2000,p_month,30,,,,,,,,,,,,,,4300.00000000000000,yes,$176.00 per month,yes,0,$45.00 per week,8 bottles of 5 gallon each,9,0,0,0,0,0,8,4,0
11,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.167392,-89.114137,bzd,0,,,yes,yes,She knows when the truck stops by her house blowing their horn.,collection worker,p_month,30.00000000000000,,2,She unsatisfied because the truck doesn't always pass by her house. The truck doesn't come frequently enough so she has to burn her garbage. She doesn't use the truck service often.,half_full,yes,2.00000000000000,yes,She suggests that the truck comes by at least twice a month.,5,disp_land_dump,,disp_burn,,disp_land_dump,,other,There are no babies in the house.,Beans,df_every_day,diet_buy,Cheese,,diet_buy,Eggs,df_every_day,diet_buy,200,p_fortnight,14,,428.57142860000000,2,4,1,own,Mechanic,2000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2000.00000000000000,yes,$90.00 per week.,yes,0,$200.00 per week,7 bottles of 5 gallon each per week.,5,0,0,0,0,0,4,0,0
13,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.167361,-89.11418,bzd,0,,,yes,yes,She gets the information through the community Facebook page.,social media,p_month,30.00000000000000,,4,They don't come often enough.,full,yes,5.00000000000000,yes,The collection service should be every two weeks..,3,disp_burn,,disp_burn,,other,She feeds her pigs with all the organic waste.,other,Nappies are burnt.,Beans,df_every_day,diet_buy,Wheat flour tortillas,df_every_day,diet_buy,Meat,df_every_day,diet_buy,150,p_fortnight,14,,321.42857140000000,3,2,1,own,Dish washer at a restaurant in town.,600,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,1285.71428600000000,yes,$40.00 ,yes,0,$30.00 ,2 bottles of 5 gallons each.,1,0,0,0,0,0,3,2,0
15,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.174962,-89.11079,bzd,5,1 plastic bin of 50 gallons; 1 plastic bin of 30 gallons; 1 plastic bin of 40 gallons; 2 plastic bins of 2 gallons;,,yes,yes,She sees when her neighbors put their bags out on the street and she puts hers too.,observation,p_month,30.00000000000000,,5,,overflowing,yes,2.00000000000000,yes,She suggests the waste collection service be carried out at least every 2 weeks.,10,disp_collect,,disp_burn,,other,She composts her green waste and uses it for her garden.,other,No babies in the house.,Chicken,df_some_days,diet_buy,Beans,df_most_days,diet_buy,Eggs,df_most_days,diet_buy,700,p_fortnight,14,,1500.00000000000000,4,2,4,own,Retired teacher,2000,p_month,30,,Common labourer,150,p_week,7,,Office Manager,2000,p_month,30,,Insurance agent,2000,p_month,30,,,,,,,,,6642.85714300000000,yes,148.00 per month,yes,0,$240.00 per week,5 bottles of 5 gallons each.,0,0,0,0,0,0,3,0,0
17,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.167481,-89.109821,bzd,1,They have an empty trailer of a pickup truck that serves as their waste bin. It takes 50 sacks of garbage. Each sack is around 30 gallons.,,yes,yes,The village chairman informs them verbally.,enquiring in person,p_month,30.00000000000000,,5,She is satisfied because it gives her time to fill up her trailer with her month's garbage.,full,yes,1.00000000000000,yes,A better public announcement system is needed. Or they should have a set schedule in the community.,3,disp_collect,,other,They use the collection service in the community but also burn papers.,disp_land_dump,,disp_collect,,Beans,,diet_buy,Wheat Flour tortillas,df_every_day,diet_buy,Rice,df_most_days,diet_buy,900,p_month,30,,900.00000000000000,2,2,2,own,Teaching,2500,p_month,30,,Sales person,1000,p_fortnight,14,,,,,,,,,,,,,,,,,,,4642.85714300000000,yes,$60.00 per month,yes,2,$50.00 per week,4 bottles of 5 gallons each.,9,0,0,3,0,0,6,2,0
19,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.171695,-89.113174,bzd,0,,,yes,yes,Social media... the community's Facebook page,social media,p_month,30.00000000000000,,4,The truck takes too long to come. The truck should collect garbage in the community at least twice a month.,full,yes,5.00000000000000,yes,Suggest that garbage is collected twice a month.,5,other,Also collected by the truck.,other,Bagged and collected by the truck that collects the community's garbage once a month.,other,This family has a compost drum. They add Efficienct Microorganisms (EM) to the drum for faster degrading.,other,No babies in this household.,Beans,df_every_day,diet_buy,Corn tortillas,df_most_days,diet_buy,Fruits and vegetables,df_every_day,diet_buy,150,p_week,7,,642.85714290000000,5,0,4,own,Pension,2000,p_month,30,,Project officer,3000,p_month,30,,Customer service,500,p_fortnight,14,,Free lance consultant,1000,p_month,30,,,,,,,,,7071.42857100000000,yes,$150.00 per month,yes,0,$100.00 per week,15 bottles of water of 5 gallons each,2,0,0,0,0,0,6,0,0
2,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.16671,-89.111069,bzd,0,,,yes,yes,The information is received through the community Facebook page.,social media,p_month,30.00000000000000,,4,The collection service needs to be more often.,full,yes,0.50000000000000,yes,Recommends that garbage be collected at least every 2 weeks.,10,other,Accumulated in the back of the house until the monthly collection truck comes by.,other,Collected in sacs and accumulated until the monthly collection truck comes by.,other,Compost for flowers.,other,No nappies in the home.,Beans,df_every_day,diet_buy,Chicken,df_most_days,diet_buy,Eggs,df_most_days,diet_buy,325,p_fortnight,14,,696.42857140000000,2,3,1,own,Public officer with the government of Belize. He works at election and boundaries office.,1500,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,3214.28571400000000,yes,$103 ,yes,0,$150 every 2 weeks,They consume 4 of the 5 gallons bottles.,5,0,0,3,0,0,5,1,0
4,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.169135,-89.108182,bzd,0,,,yes,yes,Her sister tells her. But she doesn't use that system.,family,other,,She never knows when garbage will be collected unless her sister tells her. She doesn't use the collection system.,3,She doesn't use the system so she doesn't care.,overflowing,no,0.00000000000000,yes,No suggestions cause she doesn't use it.,0,other,She accumulates it in bags and when there's too much her husband takes it to a dump site.,disp_burn,,disp_land_dump,,other,No babies in the house.,Beans,df_every_day,diet_buy,Rice,df_every_day,diet_buy,Chicken,df_every_day,diet_buy,15,p_2days,2,,225.00000000000000,2,1,1,own,Common labourer,150,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,642.85714290000000,yes,54,no,0,20,3 bottles of 5 gallons each,0,0,0,0,0,0,3,1,0
6,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.168112,-89.107239,bzd,0,,,yes,yes,Sister in law notifies the household.,family,p_month,30.00000000000000,,4,Collection service could be done more regularly.,overflowing,yes,1.00000000000000,yes,Collection could be done every two weeks.,8,other,Stored until the garbage truck comes by.,other,Garbage is bagged and tied for when the garbage truck comes once a month.,disp_land_dump,,disp_collect,,Beans,df_every_day,diet_buy,Meat,df_most_days,diet_buy,Eggs,df_most_days,diet_buy,250,p_week,7,,1071.42857100000000,6,4,6,own,Teaching,3000,p_month,30,,Teaching,3000,p_month,30,,Babysitting,125,p_week,7,,Sales clerck,275,p_week,7,Tour guide,550,p_fortnight,14,Denis,700,p_fortnight,14,8892.85714300000000,yes,115.00 per month,yes,0,48.00 per week,7 bottles of 5 gallon size per week.,7,0,0,0,0,0,17,0,0
8,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.16961,-89.111922,bzd,0,,,yes,yes,Through the community  Facebook page. However this family doesn't use the community collection service because they bag their garbage and every week they personally take it to the dump site. They burn paper.,social media,p_month,30.00000000000000,,3,They don't always do it on time. Also some people place their bags by the street side and it's not collected by the truck. This needs to improve.,empty,yes,5.00000000000000,yes,Collection should be every week.,5,other,All bulky waste is personally taken to the dump site.,other,Bagged and personally taken to the dump site.,disp_land_dump,,other,No babies in this household.,Rice,df_every_day,diet_buy,Wheat flour,df_every_day,diet_buy,Fruits,df_every_day,diet_buy,150,p_fortnight,14,,321.42857140000000,2,1,2,own,Teaching,3000,p_month,30,,ULV Operator and driver for Ministry of Health,800,p_fortnight,14,,,,,,,,,,,,,,,,,,,4714.28571400000000,yes,$90.00 per week,yes,0,$50.00 per week.,2 bottles of 5 gallons each per week.,9,0,0,0,0,0,3,2,0
10,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.170188,-89.127403,bzd,0,,,yes,yes,Householder gets to know collection date through the community Facebook page but doesn't use the system..,social media,other,,This household doesn't use the collection system.  They burn most of their garbage.,1,There's a lot of garbage in the village and not all this garbage is being collected.,full,yes,5.00000000000000,yes,Collection should be more frequent. At least once a week.,10,other,Personally taken to the dump site.,disp_burn,,disp_water_dump,,other,These are usually bagged and then personally taken to the dump site and sometimes burnt. Cans are also taken to the dump site. Plastic/ cartoon boxes/ bathroom waste papers are burnt. Kitchen waste is also burnt e.g milk boxes and food packaging etc.,Rice,df_most_days,diet_buy,Wheat flour tortillas,df_most_days,diet_buy,Meat,df_most_days,diet_buy,300,p_fortnight,14,,642.85714290000000,1,3,1,own,Child maintenance subsistence,500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,500.00000000000000,yes,$225.00 ,yes,1,$50.00 ,3 bottles of 5 gallons each,3,0,0,0,0,0,7,2,0
12,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.166249,-89.113286,bzd,0,,,yes,yes,She gets to know when she sees the truck around the village because she doesn't have a Facebook account.,observation,p_month,30.00000000000000,,2,The truck doesn't come often enough.,empty,yes,1.00000000000000,yes,The truck should come by at least twice per month.,3,disp_burn,,disp_burn,,disp_land_dump,,other,No babies in the household.,Beans,df_every_day,diet_produce,Corn tortillas,df_every_day,diet_buy,Eggs,df_some_days,diet_buy,300,p_fortnight,14,,642.85714290000000,2,3,1,own,Mechanic- owns his own shop.,1000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1000.00000000000000,yes,$45.00 per month,yes,0,$100.00 per week,3 bottles of 5 gallons each.,2,0,0,0,0,0,9,1,0
14,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.171696,-89.113201,bzd,0,,,yes,yes,Through the community Facebook page.,social media,p_month,30.00000000000000,,4,Truck needs to come more often.,overflowing,yes,3.00000000000000,yes,The truck should come twice a month at least.,10,other,Bagged and when the truck comes its disposed of.,other,Some is burnt and some are bagged until the truck comes.,disp_land_dump,,other,No babies in the household,Beans,df_every_day,diet_buy,Flour tortillas,df_every_day,diet_buy,Chicken,df_every_day,diet_buy,500,p_fortnight,14,,1071.42857100000000,5,3,5,own,Teaching,3000,p_month,30,,Teaching,2000,p_month,30,,Customer service,2000,p_month,30,,Forest ranger,1500,p_month,30,Receptionist,500,p_fortnight,14,,,,,9571.42857100000000,yes,$150.00 per month,yes,0,$200.00 per week,8 bottles of 5 gallons each per week,6,0,0,0,0,0,11,6,0
16,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.169948,-89.109393,bzd,0,,,no,no,,,other,,She never knows when garbage is being collected in the village.,1,She never knows when the truck is around.,full,yes,3.00000000000000,yes,The truck should cover the whole village. They don't come to her area.,5,other,She doesn't have bulky waste.,disp_burn,,disp_land_dump,,other,No babies in the household.,Wheat flour tortillas,df_every_day,diet_buy,Beans,df_every_day,diet_buy,Rice,df_every_day,diet_buy,400,p_month,30,,400.00000000000000,2,2,1,own,Social security. The husband is disabled in bed due to an accident.,155,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,664.28571430000000,yes,$20.00 per month,yes,0,$30.00 per week,None. Because they have their own tank that catches rain water or they pay $150.00 to a truck to fill it up for them. It's a 2.000 L tank. It's used for everything in the household.,7,0,0,0,0,0,21,1,0
18,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.166758,-89.11006,bzd,1,1 plastic bin of 30 gallons,,yes,yes,She hears when the truck passes by her street blowing its horn.,observation,p_month,30.00000000000000,,4,The truck doesn't come often enough.,overflowing,yes,1.00000000000000,yes,The truck should come at least twice per month- the 15th and ending of the month.,3,other,She waits until the truck comes to pick it up.,disp_burn,,disp_land_dump,,other,Her elderly down syndrome brother uses nappies. She bags it and waits for the truck to come once a month.,Beans,df_every_day,diet_buy,Rice,df_every_day,diet_buy,Flour tortillas,df_every_day,diet_buy,250,p_month,30,,250.00000000000000,2,1,1,own,Pension,400,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000000,yes,$76.00 per month,yes,0,$10.00 per week,2 bottles of 5 gallon each per week.,6,0,0,0,0,0,7,3,0
20,08/06/2019,pt_household,Bullet Tree Falls,Rural,17.169948,-89.109393,bzd,0,,,yes,yes,The neighbour informs her.,neighbours,p_month,30.00000000000000,,4,The truck should come at least every 15 days. As is right now it takes too long to come.,full,yes,0.50000000000000,yes,The truck should come every two weeks,4,other,Bagged and waits for the truck to take it once a month.,disp_burn,,disp_land_dump,,other,No babies in the household,Beans,df_every_day,diet_buy,Chicken,df_every_day,diet_buy,Rice,,diet_buy,350,p_fortnight,14,,750.00000000000000,5,4,1,own,Babysitting,250,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,535.71428570000000,yes,$166.00 per week,yes,0,$70.00 per week,8 bottles of 5 gallons each,11,0,0,0,0,0,8,8,0
21,31/05/2019,pt_household,Mahogany Heights,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,5,0,0
22,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,,,,yes,no,,,,,,7,Come regularly,half_full,,2.00000000000000,,,2,disp_burn,,disp_collect,,disp_burn,,other,None,Not stated,,diet_buy,Not stated,,diet_produce,Third option not given,,,250,p_week,7,,1071.42857100000000,1,1,1,own,IT business owner,3500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,3500.00000000000000,yes,80 per month,yes,0,40 per week,1x 5 gallon,1,0,0,0,0,0,9,0,0
23,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,,,,yes,no,,,,,,10,,half_full,,,,Not sure,,disp_collect,,,,disp_collect,,,,Not stated,,diet_buy,,,,,,,,,,,,2,3,2,,Vehicle driver,750,,,,Police station,750,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,0,0,0,0,0,0,0,0,0
24,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,4,,,yes,no,,,,,,10,Happy with service,half_full,,0.00000000000000,,None,0,disp_collect,,disp_collect,,disp_burn,,other,None,Not stated,,diet_buy,,,,,,,100,p_week,7,,428.57142860000000,2,,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,40 per month,yes,2,160 per week,1x 5 gallon,7,0,0,0,0,0,5,3,3
25,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,2,,,yes,no,,,,,,10,Consistent,full,,,,,5,disp_collect,,disp_collect,,disp_burn,,other,None,Not stated,,diet_produce,Not stated,,diet_buy,,,,100,p_week,7,,428.57142860000000,2,,1,own,Agricultural worker,700,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,700.00000000000000,yes,70 per month,yes,3,10 per week,2,4,0,0,0,0,0,35,0,0
26,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,1,,,yes,no,,,p_week,7.00000000000000,,10,Come every Friday,full,yes,2.00000000000000,,None,5,other,Store it and hope the council will collect it,other,Throw in river and in the bin.,disp_burn,,other,None,Not stated,,diet_buy,,,,,,,200,p_week,7,,857.14285710000000,2,,1,own,BDF defence,560,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,1200.00000000000000,yes,30,yes,,20,1 gallon,2,0,0,0,0,0,0,2,0
